Mobile Phone Name,Offer Price,Mobile Phone Link
"Motorola g64 5G (Ice Lilac, 256 GB)","? 16,999",https://www.flipkart.com/motorola-g64-5g-ice-lilac-256-gb/p/itm36e3ccb6c9dee?pid=MOBGY2JUGGJZJQNK&lid=LSTMOBGY2JUGGJZJQNKKF5P9H&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_91&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBGY2JUGGJZJQNK.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","? 1,179",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVG9WPRN3TH&lid=LSTMOBGQFVG9WPRN3THQXALSS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_92&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBGQFVG9WPRN3TH.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"realme 14 Pro+ 5G (Bikaner Purple, 128 GB)","? 29,999",https://www.flipkart.com/realme-14-pro-5g-bikaner-purple-128-gb/p/itmb5105a70ea6a6?pid=MOBH84ZXAZYM8ZZP&lid=LSTMOBH84ZXAZYM8ZZPMSORPL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_93&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBH84ZXAZYM8ZZP.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"realme P2 Pro 5G (Eagle Grey, 128 GB)","? 19,999",https://www.flipkart.com/realme-p2-pro-5g-eagle-grey-128-gb/p/itm53d39fff9f20c?pid=MOBH45GSVQYKK5ME&lid=LSTMOBH45GSVQYKK5MEKCU6EZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_94&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBH45GSVQYKK5ME.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"realme 12x 5G (Woodland Green, 128 GB)","? 13,499",https://www.flipkart.com/realme-12x-5g-woodland-green-128-gb/p/itmaa3401e5370b5?pid=MOBGYQ6B7WKC4SVZ&lid=LSTMOBGYQ6B7WKC4SVZNEZRW7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_95&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBGYQ6B7WKC4SVZ.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"realme Narzo N65 5G (Deep Green, 128 GB)","? 10,761",https://www.flipkart.com/realme-narzo-n65-5g-deep-green-128-gb/p/itm6378f5785d47b?pid=MOBHFFNQ7YFHPNTZ&lid=LSTMOBHFFNQ7YFHPNTZTBW3WG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_96&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBHFFNQ7YFHPNTZ.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"SAMSUNG Galaxy S25 5G (Navy, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-navy-256-gb/p/itm88c024d0e31d2?pid=MOBH8K8U4ZPHSNKK&lid=LSTMOBH8K8U4ZPHSNKKGKHZNG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_97&otracker=browse&fm=organic&iid=en_GbNfHdMRGydsFNBJM-NGTEJDozM37VuHHqu_3tUgCakYwNhZL4ur4ow7Erl3ud1Gv4-jfNqi3c96vdFkiyfUlvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"SAMSUNG Galaxy S25 5G (Icyblue, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-icyblue-256-gb/p/itm859ebd4b08d31?pid=MOBH8K8UA9ZHYYXG&lid=LSTMOBH8K8UA9ZHYYXGQKCNAJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_98&otracker=browse&fm=organic&iid=en_GbNfHdMRGydsFNBJM-NGTEJDozM37VuHHqu_3tUgCalbIbGEgdCKU3Y6eUdZhYMDUO1mEvZXg4ediFMkZgO2HfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"realme P1 5G (Peacock Green, 128 GB)","? 13,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_99&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBGYQ6BEHHQ9H7X.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"Apple iPhone 16 Plus (Black, 512 GB)","? 1,14,900",https://www.flipkart.com/apple-iphone-16-plus-black-512-gb/p/itmb07d67f995271?pid=MOBH4DQFHDV8EADF&lid=LSTMOBH4DQFHDV8EADFREPBCT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_100&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH4DQFHDV8EADF.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Whitesilver, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-whitesilver-512-gb/p/itm28d4275302a07?pid=MOBH8K8URFQT737M&lid=LSTMOBH8K8URFQT737MZHYHWJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_101&otracker=browse&fm=organic&iid=en_GbNfHdMRGydsFNBJM-NGTEJDozM37VuHHqu_3tUgCamp5w6OoyfaEfT9kaxxh8N9gG5AraqULYr9O4lJhQ6o_PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"SAMSUNG Galaxy S25 5G (Silver Shadow, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-silver-shadow-256-gb/p/itmab25415a98d9f?pid=MOBH8K8UH9XHPVGQ&lid=LSTMOBH8K8UH9XHPVGQEUE4JY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_102&otracker=browse&fm=organic&iid=en_GbNfHdMRGydsFNBJM-NGTEJDozM37VuHHqu_3tUgCalUQryTJQ1B_So_wmXSpdIjMYxuXD3mMsdUfiq9Do6_D_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"Apple iPhone 16 Plus (Teal, 512 GB)","? 1,14,900",https://www.flipkart.com/apple-iphone-16-plus-teal-512-gb/p/itmce4bb3f55cc2f?pid=MOBH4DQF2BHPSXF5&lid=LSTMOBH4DQF2BHPSXF54WRBCP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_103&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH4DQF2BHPSXF5.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"MOTOROLA g35 5G (Guava Red, 128 GB)","? 9,999",https://www.flipkart.com/motorola-g35-5g-guava-red-128-gb/p/itm39bba58f6cdfc?pid=MOBH3YGPWZZB9ZZK&lid=LSTMOBH3YGPWZZB9ZZKFWIZWR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_104&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH3YGPWZZB9ZZK.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Black, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-black-512-gb/p/itm09d676ceb930d?pid=MOBH8K8UZPUKTTXK&lid=LSTMOBH8K8UZPUKTTXKDDLTOJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_105&otracker=browse&fm=organic&iid=en_GbNfHdMRGydsFNBJM-NGTEJDozM37VuHHqu_3tUgCam9ovCflWjznblUQh__0ialUl6w-7EmSB5ZPI8Z5dGmb_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"Infinix Note 40X 5G (Starlit Black, 256 GB)","? 13,999",https://www.flipkart.com/infinix-note-40x-5g-starlit-black-256-gb/p/itm9c39960257804?pid=MOBH34XGJUTK8GJA&lid=LSTMOBH34XGJUTK8GJAFIWAEI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_106&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH34XGJUTK8GJA.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"SAMSUNG Galaxy S25 5G (Mint, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-mint-256-gb/p/itm2196514814ed7?pid=MOBH8K8UQ5RYGUPF&lid=LSTMOBH8K8UQ5RYGUPFAUX9LE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_107&otracker=browse&fm=organic&iid=en_GbNfHdMRGydsFNBJM-NGTEJDozM37VuHHqu_3tUgCal-oEsN_1R2B2UiuFYut0hOZlNDKXqJH2li10h5Bn8qe_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Silverblue, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-silverblue-512-gb/p/itm7d0e1ef71672e?pid=MOBH8K8UVQCSQE3Z&lid=LSTMOBH8K8UVQCSQE3Z5XVS59&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_108&otracker=browse&fm=organic&iid=en_GbNfHdMRGydsFNBJM-NGTEJDozM37VuHHqu_3tUgCalz4sysMGMqc7o1uqNyen4GlSrPLcndwrYQ1z7-nwI8rvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"Apple iPhone 16 Plus (Ultramarine, 256 GB)","? 94,900",https://www.flipkart.com/apple-iphone-16-plus-ultramarine-256-gb/p/itmcc210cae43fba?pid=MOBH4DQFZXQGRWHH&lid=LSTMOBH4DQFZXQGRWHHAHK02A&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_109&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH4DQFZXQGRWHH.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)","? 12,999",https://www.flipkart.com/realme-c63-5g-charger-box-starry-gold-128-gb/p/itm10b8f5cccfadd?pid=MOBH3DZQHRGWZHTY&lid=LSTMOBH3DZQHRGWZHTYV8DX0D&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_110&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH3DZQHRGWZHTY.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"realme P1 5G (Phoenix Red, 128 GB)","? 13,999",https://www.flipkart.com/realme-p1-5g-phoenix-red-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BXSENZRV3&lid=LSTMOBGYQ6BXSENZRV3XKXGCB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_111&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBGYQ6BXSENZRV3.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"realme C63 5G Charger in the Box (Forest Green, 128 GB)","? 12,999",https://www.flipkart.com/realme-c63-5g-charger-box-forest-green-128-gb/p/itm10b8f5cccfadd?pid=MOBH3DZQ3GCQEYUC&lid=LSTMOBH3DZQ3GCQEYUCLNXQPP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_112&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH3DZQ3GCQEYUC.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"Motorola Edge 50 Neo (PANTONE Poinciana, 256 GB)","? 20,999",https://www.flipkart.com/motorola-edge-50-neo-pantone-poinciana-256-gb/p/itm1b6c43661a1fc?pid=MOBHFHDRZJP6FHPZ&lid=LSTMOBHFHDRZJP6FHPZ0HNLSP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_113&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBHFHDRZJP6FHPZ.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"Apple iPhone 16 Plus (Teal, 256 GB)","? 94,900",https://www.flipkart.com/apple-iphone-16-plus-teal-256-gb/p/itmce4bb3f55cc2f?pid=MOBH4DQFASMZ3YKT&lid=LSTMOBH4DQFASMZ3YKT62NU5X&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_114&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH4DQFASMZ3YKT.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"Motorola g64 5G (Pearl Blue, 128 GB)","? 14,999",https://www.flipkart.com/motorola-g64-5g-pearl-blue-128-gb/p/itm1e0225e79669e?pid=MOBGY2JU53P3KMG9&lid=LSTMOBGY2JU53P3KMG99UPJ4B&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_115&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBGY2JU53P3KMG9.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"Apple iPhone 16 Plus (Ultramarine, 128 GB)","? 84,900",https://www.flipkart.com/apple-iphone-16-plus-ultramarine-128-gb/p/itmcc210cae43fba?pid=MOBH4DQFKZDYZNWX&lid=LSTMOBH4DQFKZDYZNWXWFOFLY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_116&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH4DQFKZDYZNWX.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"Apple iPhone 16 (Ultramarine, 256 GB)","? 84,900",https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/p/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_117&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH4DQFMGE7UC8Q.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"Motorola Edge 50 Neo (PANTONE Latte, 256 GB)","? 20,999",https://www.flipkart.com/motorola-edge-50-neo-pantone-latte-256-gb/p/itm4cecc0a4796eb?pid=MOBHFHDRRCYFE7YJ&lid=LSTMOBHFHDRRCYFE7YJOXS042&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_118&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBHFHDRRCYFE7YJ.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"realme Narzo N61 (Marble Black, 128 GB)","? 8,995",https://www.flipkart.com/realme-narzo-n61-marble-black-128-gb/p/itm0ffee8689770b?pid=MOBH39BERXYVH4UK&lid=LSTMOBH39BERXYVH4UKKIUMQD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_119&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH39BERXYVH4UK.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"Infinix Note 40X 5G (Starlit Black, 256 GB)","? 12,999",https://www.flipkart.com/infinix-note-40x-5g-starlit-black-256-gb/p/itm9c39960257804?pid=MOBH34XGVMTD5BQW&lid=LSTMOBH34XGVMTD5BQWMA0ZIM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_120&otracker=browse&fm=organic&iid=20fb532b-e9df-4d37-ae45-aa7c0cc2c431.MOBH34XGVMTD5BQW.SEARCH&ppt=None&ppn=None&ssid=diqgsv4ag00000001738755678704
"SAMSUNG Galaxy S25 5G (Icyblue, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-icyblue-256-gb/p/itm859ebd4b08d31?pid=MOBH8K8UA9ZHYYXG&lid=LSTMOBH8K8UA9ZHYYXGQKCNAJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_121&otracker=browse&fm=organic&iid=en_iOhKhgFVadqK7f1Ahoei_MV-vXlIyTUbtvpqKpUc5IgLtDyxzO3GZShz0GBSf2veiQuIJB16fYy9_-sbkJY7M_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Whitesilver, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-whitesilver-512-gb/p/itm28d4275302a07?pid=MOBH8K8URFQT737M&lid=LSTMOBH8K8URFQT737MZHYHWJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_122&otracker=browse&fm=organic&iid=en_iOhKhgFVadqK7f1Ahoei_MV-vXlIyTUbtvpqKpUc5Iil_UXMrTNAxLLVMtHG0Yzg0H6L6xPBVfCssG0mIB5Q9fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"Motorola Edge 50 Neo (PANTONE Poinciana, 256 GB)","? 20,999",https://www.flipkart.com/motorola-edge-50-neo-pantone-poinciana-256-gb/p/itm1b6c43661a1fc?pid=MOBHFHDRZJP6FHPZ&lid=LSTMOBHFHDRZJP6FHPZ0HNLSP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_123&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBHFHDRZJP6FHPZ.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"Infinix Note 40X 5G (Starlit Black, 256 GB)","? 13,999",https://www.flipkart.com/infinix-note-40x-5g-starlit-black-256-gb/p/itm9c39960257804?pid=MOBH34XGJUTK8GJA&lid=LSTMOBH34XGJUTK8GJAFIWAEI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_124&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBH34XGJUTK8GJA.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"SAMSUNG Galaxy S25 5G (Silver Shadow, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-silver-shadow-256-gb/p/itmab25415a98d9f?pid=MOBH8K8UH9XHPVGQ&lid=LSTMOBH8K8UH9XHPVGQEUE4JY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_125&otracker=browse&fm=organic&iid=en_iOhKhgFVadqK7f1Ahoei_MV-vXlIyTUbtvpqKpUc5Igqc5EA3y4S-bvhBixs8-G5TI5bUlFuMmION0DFNBpvv_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"Apple iPhone 15 (Black, 128 GB)","? 59,999",https://www.flipkart.com/apple-iphone-15-black-128-gb/p/itm6ac6485515ae4?pid=MOBGTAGPTB3VS24W&lid=LSTMOBGTAGPTB3VS24WKFODHL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_126&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBGTAGPTB3VS24W.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Black, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-black-512-gb/p/itm09d676ceb930d?pid=MOBH8K8UZPUKTTXK&lid=LSTMOBH8K8UZPUKTTXKDDLTOJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_127&otracker=browse&fm=organic&iid=en_iOhKhgFVadqK7f1Ahoei_MV-vXlIyTUbtvpqKpUc5Igm8DoXdwhhcgOxSpClucIcI-8uMTA3K27VQ8IhDm_ZVPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"SAMSUNG Galaxy S25 5G (Mint, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-mint-256-gb/p/itm2196514814ed7?pid=MOBH8K8UQ5RYGUPF&lid=LSTMOBH8K8UQ5RYGUPFAUX9LE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_128&otracker=browse&fm=organic&iid=en_iOhKhgFVadqK7f1Ahoei_MV-vXlIyTUbtvpqKpUc5Ii37VO2AmZtk9ccYjKX_iUHDvx8uZoPOkx3g2HVYDFUPfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"realme C63 5G Charger in the Box (Forest Green, 128 GB)","? 11,999",https://www.flipkart.com/realme-c63-5g-charger-box-forest-green-128-gb/p/itm10b8f5cccfadd?pid=MOBH3DZQ4JE2GVAR&lid=LSTMOBH3DZQ4JE2GVARNDPH9F&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_129&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBH3DZQ4JE2GVAR.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"realme P1 5G (Phoenix Red, 128 GB)","? 14,999",https://www.flipkart.com/realme-p1-5g-phoenix-red-128-gb/p/itmae4447062b5b5?pid=MOBGZSU4BBYYMSEV&lid=LSTMOBGZSU4BBYYMSEVWN4KKA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_130&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBGZSU4BBYYMSEV.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Silverblue, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-silverblue-512-gb/p/itm7d0e1ef71672e?pid=MOBH8K8UVQCSQE3Z&lid=LSTMOBH8K8UVQCSQE3Z5XVS59&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_131&otracker=browse&fm=organic&iid=en_iOhKhgFVadqK7f1Ahoei_MV-vXlIyTUbtvpqKpUc5IiZmRV3ybJHQwPYXvT8UUB0QdGoABUJEqDvO5woqoaixfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"SAMSUNG Galaxy S25 Plus 5G (Navy, 512 GB)","? 99,999",https://www.flipkart.com/samsung-galaxy-s25-plus-5g-navy-512-gb/p/itm88c024d0e31d2?pid=MOBH8K8U246X3MQN&lid=LSTMOBH8K8U246X3MQNF3SC3L&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_132&otracker=browse&fm=organic&iid=en_iOhKhgFVadqK7f1Ahoei_MV-vXlIyTUbtvpqKpUc5IiHWYrIkiyoGPN_TIbuAWFy00XtwS95ZiczXj-JEY-h-vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"realme C61 (Safari Green, 64 GB)","? 7,699",https://www.flipkart.com/realme-c61-safari-green-64-gb/p/itmd6ddbcefce040?pid=MOBHFRKRF6ZHBFTW&lid=LSTMOBHFRKRF6ZHBFTW09ES8B&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_133&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBHFRKRF6ZHBFTW.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"Infinix Note 40X 5G (Starlit Black, 256 GB)","? 12,999",https://www.flipkart.com/infinix-note-40x-5g-starlit-black-256-gb/p/itm9c39960257804?pid=MOBH34XGVMTD5BQW&lid=LSTMOBH34XGVMTD5BQWMA0ZIM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_134&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBH34XGVMTD5BQW.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"Motorola g64 5G (Berry Red, 256 GB)","? 16,999",https://www.flipkart.com/motorola-g64-5g-berry-red-256-gb/p/itmb96614e89f514?pid=MOBH35Z74ZMRYPFT&lid=LSTMOBH35Z74ZMRYPFTPQI9UZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_135&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBH35Z74ZMRYPFT.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"POCO C61 (Diamond Dust Black, 64 GB)","? 5,999",https://www.flipkart.com/poco-c61-diamond-dust-black-64-gb/p/itm4c226215208eb?pid=MOBGYQ6BEZEUPFN6&lid=LSTMOBGYQ6BEZEUPFN6A7DDZ0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_136&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBGYQ6BEZEUPFN6.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"MOTOROLA g35 5G (Guava Red, 128 GB)","? 9,999",https://www.flipkart.com/motorola-g35-5g-guava-red-128-gb/p/itm39bba58f6cdfc?pid=MOBH3YGPWZZB9ZZK&lid=LSTMOBH3YGPWZZB9ZZKFWIZWR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_137&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBH3YGPWZZB9ZZK.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"Apple iPhone 16 (Teal, 128 GB)","? 74,900",https://www.flipkart.com/apple-iphone-16-teal-128-gb/p/itmce4bb3f55cc2f?pid=MOBH4DQFSY9ETDUU&lid=LSTMOBH4DQFSY9ETDUUX0E7YU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_138&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBH4DQFSY9ETDUU.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"Motorola Edge 50 Pro 5G with 68W Charger (Luxe Lavender, 256 GB)","? 27,999",https://www.flipkart.com/motorola-edge-50-pro-5g-68w-charger-luxe-lavender-256-gb/p/itm3281f9ac32d1a?pid=MOBGXFXYMTKAMPTS&lid=LSTMOBGXFXYMTKAMPTSN2DKRK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_139&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBGXFXYMTKAMPTS.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
