Mobile Phone Name,Offer Price,Mobile Phone Link
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)","? 12,999",https://www.flipkart.com/realme-c63-5g-charger-box-starry-gold-128-gb/p/itm10b8f5cccfadd?pid=MOBH3DZQHRGWZHTY&lid=LSTMOBH3DZQHRGWZHTYV8DX0D&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_42&otracker=browse&fm=organic&iid=f08c88ff-48bc-45f4-bd68-1ae1656bc811.MOBH3DZQHRGWZHTY.SEARCH&ppt=None&ppn=None&ssid=z7rx1boka80000001738755676959
"Motorola G85 5G (Viva Magenta, 256 GB)","? 19,999",https://www.flipkart.com/motorola-g85-5g-viva-magenta-256-gb/p/itme67cc98574a7f?pid=MOBH35ZQGDH68XAJ&lid=LSTMOBH35ZQGDH68XAJHFV9YO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_43&otracker=browse&fm=organic&iid=f08c88ff-48bc-45f4-bd68-1ae1656bc811.MOBH35ZQGDH68XAJ.SEARCH&ppt=None&ppn=None&ssid=z7rx1boka80000001738755676959
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)","? 11,999",https://www.flipkart.com/realme-c63-5g-charger-box-starry-gold-128-gb/p/itm10b8f5cccfadd?pid=MOBH3DZQ9G3WGQYY&lid=LSTMOBH3DZQ9G3WGQYYMHSNLX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_44&otracker=browse&fm=organic&iid=f08c88ff-48bc-45f4-bd68-1ae1656bc811.MOBH3DZQ9G3WGQYY.SEARCH&ppt=None&ppn=None&ssid=z7rx1boka80000001738755676959
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","? 15,583",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ3WM5SGTGVZ&lid=LSTMOBGZJ3WM5SGTGVZKIFVYT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_45&otracker=browse&fm=organic&iid=f08c88ff-48bc-45f4-bd68-1ae1656bc811.MOBGZJ3WM5SGTGVZ.SEARCH&ppt=None&ppn=None&ssid=z7rx1boka80000001738755676959
"vivo T3 Lite 5G (Vibrant Green, 128 GB)","? 11,499",https://www.flipkart.com/vivo-t3-lite-5g-vibrant-green-128-gb/p/itm977c89a44d373?pid=MOBHFTYBA6V3RVZE&lid=LSTMOBHFTYBA6V3RVZEGQ7SZ8&marketplace=FLIPKART&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=b_2_46&otracker=browse&fm=organic&iid=f08c88ff-48bc-45f4-bd68-1ae1656bc811.MOBHFTYBA6V3RVZE.SEARCH&ppt=None&ppn=None&ssid=z7rx1boka80000001738755676959
"POCO X6 Neo 5G (Astral Black, 128 GB)","? 11,999",https://www.flipkart.com/poco-x6-neo-5g-astral-black-128-gb/p/itm46b7f88d952f6?pid=MOBGYQ6BDAJN2UZU&lid=LSTMOBGYQ6BDAJN2UZU8LSOTN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_47&otracker=browse&fm=organic&iid=f08c88ff-48bc-45f4-bd68-1ae1656bc811.MOBGYQ6BDAJN2UZU.SEARCH&ppt=None&ppn=None&ssid=z7rx1boka80000001738755676959
"IQOO Z9 Lite 5G (?Aqua Flow, 128 GB)","? 10,460",https://www.flipkart.com/iqoo-z9-lite-5g-aqua-flow-128-gb/p/itm33918a61f0bb6?pid=MOBH2Y9Y48RMQ7GC&lid=LSTMOBH2Y9Y48RMQ7GC9WG62O&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_48&otracker=browse&fm=organic&iid=f08c88ff-48bc-45f4-bd68-1ae1656bc811.MOBH2Y9Y48RMQ7GC.SEARCH&ppt=None&ppn=None&ssid=z7rx1boka80000001738755676959
"MOTOROLA g35 5G (Guava Red, 128 GB)","? 9,999",https://www.flipkart.com/motorola-g35-5g-guava-red-128-gb/p/itm39bba58f6cdfc?pid=MOBH3YGPWZZB9ZZK&lid=LSTMOBH3YGPWZZB9ZZKFWIZWR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_49&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH3YGPWZZB9ZZK.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"POCO C75 5G (Enchanted Green, 64 GB)","? 7,999",https://www.flipkart.com/poco-c75-5g-enchanted-green-64-gb/p/itmf8fdd88f80fcc?pid=MOBH7443VEGWXG4G&lid=LSTMOBH7443VEGWXG4GOW118G&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_50&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH7443VEGWXG4G.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"SAMSUNG Galaxy S25 5G (Icyblue, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-icyblue-256-gb/p/itm859ebd4b08d31?pid=MOBH8K8UA9ZHYYXG&lid=LSTMOBH8K8UA9ZHYYXGQKCNAJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_51&otracker=browse&fm=organic&iid=en_a7XyYbepsgB-Dw0NVJH1h5Y1Z1-1kE-f3jVBkQa3V86ND9px04cojcz9lc43BCmVSjKqiVmQf7L6yWpPooIZ4w%3D%3D&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Whitesilver, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-whitesilver-512-gb/p/itm28d4275302a07?pid=MOBH8K8URFQT737M&lid=LSTMOBH8K8URFQT737MZHYHWJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_52&otracker=browse&fm=organic&iid=en_a7XyYbepsgB-Dw0NVJH1h5Y1Z1-1kE-f3jVBkQa3V87w-Yj9J_u7Acf_3rXiI80x0H6L6xPBVfCssG0mIB5Q9fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"Infinix Note 40 5G (Obsidian Black, 256 GB)","? 15,999",https://www.flipkart.com/infinix-note-40-5g-obsidian-black-256-gb/p/itm72c4c7b7d8834?pid=MOBHFZREFVXZYWEC&lid=LSTMOBHFZREFVXZYWECXJ8EJW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_53&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBHFZREFVXZYWEC.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"Infinix Hot 50 5G (Dreamy Purple, 128 GB)","? 9,499",https://www.flipkart.com/infinix-hot-50-5g-dreamy-purple-128-gb/p/itm61d8bc127842c?pid=MOBH45GFK3ZKJXU4&lid=LSTMOBH45GFK3ZKJXU4PQL779&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_54&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH45GFK3ZKJXU4.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"SAMSUNG Galaxy S25 5G (Silver Shadow, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-silver-shadow-256-gb/p/itmab25415a98d9f?pid=MOBH8K8UH9XHPVGQ&lid=LSTMOBH8K8UH9XHPVGQEUE4JY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_55&otracker=browse&fm=organic&iid=en_a7XyYbepsgB-Dw0NVJH1h5Y1Z1-1kE-f3jVBkQa3V84LBubHxasXcgODSYyHJL7W7z5YVscqT93mfKOhjr1S6A%3D%3D&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"POCO C75 5G (Silver Stardust, 64 GB)","? 7,999",https://www.flipkart.com/poco-c75-5g-silver-stardust-64-gb/p/itm8e3f17ac2e724?pid=MOBH74433ZER9U4P&lid=LSTMOBH74433ZER9U4PIUMZCQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_56&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH74433ZER9U4P.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Black, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-black-512-gb/p/itm09d676ceb930d?pid=MOBH8K8UZPUKTTXK&lid=LSTMOBH8K8UZPUKTTXKDDLTOJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_57&otracker=browse&fm=organic&iid=en_a7XyYbepsgB-Dw0NVJH1h5Y1Z1-1kE-f3jVBkQa3V87jjFHDUmuXNULb4FnlDnM3bZPpQcR8kOB5eigl1rzWTw%3D%3D&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"SAMSUNG Galaxy S25 5G (Mint, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-mint-256-gb/p/itm2196514814ed7?pid=MOBH8K8UQ5RYGUPF&lid=LSTMOBH8K8UQ5RYGUPFAUX9LE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_58&otracker=browse&fm=organic&iid=en_a7XyYbepsgB-Dw0NVJH1h5Y1Z1-1kE-f3jVBkQa3V87n8i5OF4hZxuUw4JotWjXVMr-tI5QXDbYWVO4kXDm9Qw%3D%3D&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"vivo T3 Pro 5G (Emerald Green, 128 GB)","? 22,999",https://www.flipkart.com/vivo-t3-pro-5g-emerald-green-128-gb/p/itmcf52c1fcffbf3?pid=MOBH3XHRHBUB7Y7U&lid=LSTMOBH3XHRHBUB7Y7U1LMK2U&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_59&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH3XHRHBUB7Y7U.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"OnePlus 13R 5G (Nebula Noir, 256 GB)","? 40,970",https://www.flipkart.com/oneplus-13r-5g-nebula-noir-256-gb/p/itmff6561809fab8?pid=MOBH8EWQ6GUDHGFK&lid=LSTMOBH8EWQ6GUDHGFKPOJNAZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_60&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH8EWQ6GUDHGFK.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Gray, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-gray-512-gb/p/itmc267de29a3b0b?pid=MOBH8K8U2FZXCP2R&lid=LSTMOBH8K8U2FZXCP2R0C4UGD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_61&otracker=browse&fm=organic&iid=en_a7XyYbepsgB-Dw0NVJH1h5Y1Z1-1kE-f3jVBkQa3V85aHjHrITtigBBioxcLkb8nX23v3aPt9gBHaZc4RkOtHQ%3D%3D&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Silverblue, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-silverblue-512-gb/p/itm7d0e1ef71672e?pid=MOBH8K8UVQCSQE3Z&lid=LSTMOBH8K8UVQCSQE3Z5XVS59&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_62&otracker=browse&fm=organic&iid=en_a7XyYbepsgB-Dw0NVJH1h5Y1Z1-1kE-f3jVBkQa3V85KzHtVajM_ZZV8clQbO_b9Mp9pxExcnsOESPKZHfplwA%3D%3D&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Midnight Violet, 128 GB)","? 12,999",https://www.flipkart.com/oppo-k12x-5g-45w-supervooc-charger-in-the-box-midnight-violet-128-gb/p/itma30cb38861d4c?pid=MOBH2Q4PGYYZDSRR&lid=LSTMOBH2Q4PGYYZDSRRJXREQR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_63&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH2Q4PGYYZDSRR.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"POCO M6 5G (Polaris Green, 64 GB)","? 8,499",https://www.flipkart.com/poco-m6-5g-polaris-green-64-gb/p/itm219e2e342aaeb?pid=MOBH2MFGSGNCBZHB&lid=LSTMOBH2MFGSGNCBZHBM5MN4J&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_64&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH2MFGSGNCBZHB.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"SAMSUNG Galaxy S25 Plus 5G (Navy, 512 GB)","? 99,999",https://www.flipkart.com/samsung-galaxy-s25-plus-5g-navy-512-gb/p/itm88c024d0e31d2?pid=MOBH8K8U246X3MQN&lid=LSTMOBH8K8U246X3MQNF3SC3L&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_65&otracker=browse&fm=organic&iid=en_a7XyYbepsgB-Dw0NVJH1h5Y1Z1-1kE-f3jVBkQa3V85JRm3ZGzVBxFeII43sHuGAlpEpPXDnMz4xV-pmccsqrQ%3D%3D&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"POCO C61  - Locked with Airtel Prepaid (Diamond Dust Black, 64 GB)","? 5,399",https://www.flipkart.com/poco-c61-locked-airtel-prepaid-diamond-dust-black-64-gb/p/itmc290ff1ada57d?pid=MOBH2N3FTQQVDVFW&lid=LSTMOBH2N3FTQQVDVFW87IWWH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_66&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH2N3FTQQVDVFW.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"Infinix Note 40X 5G (Palm Blue, 256 GB)","? 13,999",https://www.flipkart.com/infinix-note-40x-5g-palm-blue-256-gb/p/itm9c39960257804?pid=MOBH34XGH9JGS3KM&lid=LSTMOBH34XGH9JGS3KMTLDOKR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_67&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH34XGH9JGS3KM.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"POCO M7 Pro 5G (Lavender Frost, 128 GB)","? 13,999",https://www.flipkart.com/poco-m7-pro-5g-lavender-frost-128-gb/p/itmf76d7942d780f?pid=MOBH7443JBKHRPGW&lid=LSTMOBH7443JBKHRPGWOC2RGL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_68&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH7443JBKHRPGW.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"vivo T3 Ultra (Frost Green, 128 GB)","? 29,999",https://www.flipkart.com/vivo-t3-ultra-frost-green-128-gb/p/itme360ff5b7dbab?pid=MOBH4EACPTFX6RNH&lid=LSTMOBH4EACPTFX6RNHWNMW9H&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_69&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH4EACPTFX6RNH.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"OnePlus Nord CE4 (Celadon Marble, 128 GB)","? 21,419",https://www.flipkart.com/oneplus-nord-ce4-celadon-marble-128-gb/p/itm5a09089114afb?pid=MOBGZN8YJ4KZ2KNH&lid=LSTMOBGZN8YJ4KZ2KNHVV7C47&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_70&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBGZN8YJ4KZ2KNH.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"POCO M7 Pro 5G (Olive Twilight, 256 GB)","? 15,999",https://www.flipkart.com/poco-m7-pro-5g-olive-twilight-256-gb/p/itm1d88319131b56?pid=MOBH7443K2CR3WUG&lid=LSTMOBH7443K2CR3WUGVV0YHH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_71&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBH7443K2CR3WUG.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)","? 31,999",https://www.flipkart.com/motorola-edge-50-pro-5g-125w-charger-luxe-lavender-256-gb/p/itm3281f9ac32d1a?pid=MOBGXFXY2SBHGSVN&lid=LSTMOBGXFXY2SBHGSVNUNNNTJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_72&otracker=browse&fm=organic&iid=52ff4978-2241-49ce-9e7f-43deb5b6b396.MOBGXFXY2SBHGSVN.SEARCH&ppt=None&ppn=None&ssid=roo2qtp7mo0000001738755677524
"realme P1 5G (Phoenix Red, 128 GB)","? 14,999",https://www.flipkart.com/realme-p1-5g-phoenix-red-128-gb/p/itmae4447062b5b5?pid=MOBGZSU4BBYYMSEV&lid=LSTMOBGZSU4BBYYMSEVWN4KKA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_73&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBGZSU4BBYYMSEV.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"Motorola Edge 50 Neo (PANTONE Latte, 256 GB)","? 20,999",https://www.flipkart.com/motorola-edge-50-neo-pantone-latte-256-gb/p/itm4cecc0a4796eb?pid=MOBHFHDRRCYFE7YJ&lid=LSTMOBHFHDRRCYFE7YJOXS042&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_74&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBHFHDRRCYFE7YJ.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"SAMSUNG Galaxy S25 5G (Icyblue, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-icyblue-256-gb/p/itm859ebd4b08d31?pid=MOBH8K8UA9ZHYYXG&lid=LSTMOBH8K8UA9ZHYYXGQKCNAJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_75&otracker=browse&fm=organic&iid=en_Fb6qufxObjSBTI9FIihn9Urco6aMEMdO4WFwOTv0dSwIetEVb6VIuQHKzt9DY0XriQuIJB16fYy9_-sbkJY7M_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"Motorola g45 5G (Brilliant Blue, 128 GB)","? 10,999",https://www.flipkart.com/motorola-g45-5g-brilliant-blue-128-gb/p/itm1decbdd265f94?pid=MOBH3YKQQDZZ2WZH&lid=LSTMOBH3YKQQDZZ2WZHGOH35A&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_76&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBH3YKQQDZZ2WZH.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Whitesilver, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-whitesilver-512-gb/p/itm28d4275302a07?pid=MOBH8K8URFQT737M&lid=LSTMOBH8K8URFQT737MZHYHWJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_77&otracker=browse&fm=organic&iid=en_Fb6qufxObjSBTI9FIihn9Urco6aMEMdO4WFwOTv0dSyxvzE4Y10q3weqEvatKp5p0H6L6xPBVfCssG0mIB5Q9fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"SAMSUNG Galaxy S25 5G (Silver Shadow, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-silver-shadow-256-gb/p/itmab25415a98d9f?pid=MOBH8K8UH9XHPVGQ&lid=LSTMOBH8K8UH9XHPVGQEUE4JY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_78&otracker=browse&fm=organic&iid=en_Fb6qufxObjSBTI9FIihn9Urco6aMEMdO4WFwOTv0dSwBaglI68CMZSFd569cvRlfTI5bUlFuMmION0DFNBpvv_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"Nothing Phone (2a) Plus (Grey, 256 GB)","? 26,999",https://www.flipkart.com/nothing-phone-2a-plus-grey-256-gb/p/itm0c99b11bfe22d?pid=MOBH322WYZVQDCY9&lid=LSTMOBH322WYZVQDCY9ELQMOO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_79&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBH322WYZVQDCY9.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"Motorola g45 5G (Brilliant Green, 128 GB)","? 10,999",https://www.flipkart.com/motorola-g45-5g-brilliant-green-128-gb/p/itm156df63edff03?pid=MOBH3YKQ5VYSGB5E&lid=LSTMOBH3YKQ5VYSGB5ELSP5CG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_80&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBH3YKQ5VYSGB5E.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Black, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-black-512-gb/p/itm09d676ceb930d?pid=MOBH8K8UZPUKTTXK&lid=LSTMOBH8K8UZPUKTTXKDDLTOJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_81&otracker=browse&fm=organic&iid=en_Fb6qufxObjSBTI9FIihn9Urco6aMEMdO4WFwOTv0dSz9PIXfQT4my9f9iU7bvZpUI-8uMTA3K27VQ8IhDm_ZVPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"SAMSUNG Galaxy S25 5G (Mint, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-mint-256-gb/p/itm2196514814ed7?pid=MOBH8K8UQ5RYGUPF&lid=LSTMOBH8K8UQ5RYGUPFAUX9LE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_82&otracker=browse&fm=organic&iid=en_Fb6qufxObjSBTI9FIihn9Urco6aMEMdO4WFwOTv0dSw_5gTbmPjlgoOLyqEkvRI3Dvx8uZoPOkx3g2HVYDFUPfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"Motorola Edge 50 Neo (PANTONE Nautical Blue, 256 GB)","? 20,999",https://www.flipkart.com/motorola-edge-50-neo-pantone-nautical-blue-256-gb/p/itm94d3bb79258e9?pid=MOBHFHDRDDW9MKVG&lid=LSTMOBHFHDRDDW9MKVGZPCGUE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_83&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBHFHDRDDW9MKVG.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"Motorola g64 5G (Pearl Blue, 128 GB)","? 14,999",https://www.flipkart.com/motorola-g64-5g-pearl-blue-128-gb/p/itm1e0225e79669e?pid=MOBGY2JU53P3KMG9&lid=LSTMOBGY2JU53P3KMG99UPJ4B&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_84&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBGY2JU53P3KMG9.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Silverblue, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-silverblue-512-gb/p/itm7d0e1ef71672e?pid=MOBH8K8UVQCSQE3Z&lid=LSTMOBH8K8UVQCSQE3Z5XVS59&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_85&otracker=browse&fm=organic&iid=en_Fb6qufxObjSBTI9FIihn9Urco6aMEMdO4WFwOTv0dSyUtTWvj9mXCJl8MMDYdDyKQdGoABUJEqDvO5woqoaixfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"OnePlus Nord CE4 lite 5G (MEGA BLUE, 128 GB)","? 17,242",https://www.flipkart.com/oneplus-nord-ce4-lite-5g-mega-blue-128-gb/p/itm8fd5fdf300955?pid=MOBH25Z9CCTDDN3J&lid=LSTMOBH25Z9CCTDDN3JLAC1FQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_86&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBH25Z9CCTDDN3J.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"SAMSUNG Galaxy S25 Plus 5G (Navy, 512 GB)","? 99,999",https://www.flipkart.com/samsung-galaxy-s25-plus-5g-navy-512-gb/p/itm88c024d0e31d2?pid=MOBH8K8U246X3MQN&lid=LSTMOBH8K8U246X3MQNF3SC3L&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_87&otracker=browse&fm=organic&iid=en_Fb6qufxObjSBTI9FIihn9Urco6aMEMdO4WFwOTv0dSwDhPBXpGKaL7BZrzgh4KuZ00XtwS95ZiczXj-JEY-h-vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"SAMSUNG Galaxy A05 (Light Green, 128 GB)","? 8,975",https://www.flipkart.com/samsung-galaxy-a05-light-green-128-gb/p/itmf37d39ccf9aea?pid=MOBGTZ6W2WVQBGSB&lid=LSTMOBGTZ6W2WVQBGSBH68LSU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_88&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBGTZ6W2WVQBGSB.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"realme Narzo N65 5G (Amber Gold, 128 GB)","? 10,779",https://www.flipkart.com/realme-narzo-n65-5g-amber-gold-128-gb/p/itm6378f5785d47b?pid=MOBHFFNQX3RPWFQF&lid=LSTMOBHFFNQX3RPWFQFBXRJJY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_89&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBHFFNQX3RPWFQF.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
"Motorola g45 5G (Pink Lavender, 128 GB)","? 12,999",https://www.flipkart.com/motorola-g45-5g-pink-lavender-128-gb/p/itm3aa166a12a3dd?pid=MOBH7YRVGHWQTSFK&lid=LSTMOBH7YRVGHWQTSFKJAMMRG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_90&otracker=browse&fm=organic&iid=69bb00c7-fa38-468a-8760-27dc23ab5f63.MOBH7YRVGHWQTSFK.SEARCH&ppt=None&ppn=None&ssid=ugx7gwm0o00000001738755678128
